# algorithm version, N, min pair, min distance, runtime
1, 3, [(0.3995134388078909, 0.7782722143469079), (0.5248263147659724, 0.7988477172342012)], 0.12699081935301676 ,3.5762786865234375e-05
2, 3, [(0.3995134388078909, 0.7782722143469079), (0.5248263147659724, 0.7988477172342012)], 0.12699081935301676 ,3.6716461181640625e-05
3, 3, [(0.5248263147659724, 0.7988477172342012), (0.3995134388078909, 0.7782722143469079)], 0.12699081935301676 ,7.104873657226562e-05
1, 3, [(0.190336024359391, 0.7715384244295275), (0.02151144352619372, 0.9277935811716346)], 0.23003785145494038 ,3.600120544433594e-05
2, 3, [(0.190336024359391, 0.7715384244295275), (0.02151144352619372, 0.9277935811716346)], 0.23003785145494038 ,4.00543212890625e-05
3, 3, [(0.190336024359391, 0.7715384244295275), (0.02151144352619372, 0.9277935811716346)], 0.23003785145494038 ,0.00010704994201660156
1, 3, [(0.4419997575339233, 0.5403473031126157), (0.8291754155551567, 0.3540076549413669)], 0.42968296992638644 ,3.5762786865234375e-05
2, 3, [(0.8291754155551567, 0.3540076549413669), (0.4419997575339233, 0.5403473031126157)], 0.42968296992638644 ,3.695487976074219e-05
3, 3, [(0.8291754155551567, 0.3540076549413669), (0.4419997575339233, 0.5403473031126157)], 0.42968296992638644 ,3.814697265625e-05
1, 3, [(0.9424070724951333, 0.7179871990295166), (0.9854839500395621, 0.5672703228060468)], 0.1567520148436326 ,3.4809112548828125e-05
2, 3, [(0.9854839500395621, 0.5672703228060468), (0.9424070724951333, 0.7179871990295166)], 0.1567520148436326 ,3.2901763916015625e-05
3, 3, [(0.9854839500395621, 0.5672703228060468), (0.9424070724951333, 0.7179871990295166)], 0.1567520148436326 ,4.100799560546875e-05
1, 3, [(0.9732877426933627, 0.3550975487845517), (0.5071387457301183, 0.33750201393446544)], 0.4664809644738995 ,3.981590270996094e-05
2, 3, [(0.5071387457301183, 0.33750201393446544), (0.9732877426933627, 0.3550975487845517)], 0.4664809644738995 ,4.601478576660156e-05
3, 3, [(0.9732877426933627, 0.3550975487845517), (0.5071387457301183, 0.33750201393446544)], 0.4664809644738995 ,6.508827209472656e-05
1, 3, [(0.8123187619682207, 0.04587477590358613), (0.7428990903650601, 0.36981637852866234)], 0.33129632161675665 ,8.606910705566406e-05
2, 3, [(0.8123187619682207, 0.04587477590358613), (0.7428990903650601, 0.36981637852866234)], 0.33129632161675665 ,0.0001010894775390625
