# algorithm version, N, min pair, min distance, runtime
1, 3, [(0.0, 0.6778466840283799), (0.0, 0.6554173370898845)], 0.02242934693849541 ,3.4809112548828125e-05
2, 3, [(0.0, 0.6554173370898845), (0.0, 0.6778466840283799)], 0.02242934693849541 ,3.695487976074219e-05
3, 3, [(0.0, 0.6778466840283799), (0.0, 0.6554173370898845)], 0.02242934693849541 ,6.175041198730469e-05
1, 3, [(0.0, 0.1493188990937292), (0.0, 0.15928474431264517)], 0.00996584521891597 ,3.528594970703125e-05
2, 3, [(0.0, 0.1493188990937292), (0.0, 0.15928474431264517)], 0.00996584521891597 ,3.4809112548828125e-05
3, 3, [(0.0, 0.15928474431264517), (0.0, 0.1493188990937292)], 0.00996584521891597 ,6.103515625e-05
1, 3, [(0.0, 0.09874040108670501), (0.0, 0.35591892280993986)], 0.25717852172323485 ,3.5762786865234375e-05
2, 3, [(0.0, 0.09874040108670501), (0.0, 0.35591892280993986)], 0.25717852172323485 ,3.4809112548828125e-05
3, 3, [(0.0, 0.35591892280993986), (0.0, 0.09874040108670501)], 0.25717852172323485 ,6.723403930664062e-05
1, 3, [(0.0, 0.018686470415976153), (0.0, 0.28479778219197116)], 0.266111311775995 ,3.600120544433594e-05
2, 3, [(0.0, 0.018686470415976153), (0.0, 0.28479778219197116)], 0.266111311775995 ,3.719329833984375e-05
3, 3, [(0.0, 0.28479778219197116), (0.0, 0.018686470415976153)], 0.266111311775995 ,2.9087066650390625e-05
1, 3, [(0.0, 0.4343232464609822), (0.0, 0.4679565037743735)], 0.033633257313391285 ,3.695487976074219e-05
2, 3, [(0.0, 0.4343232464609822), (0.0, 0.4679565037743735)], 0.033633257313391285 ,3.814697265625e-05
3, 3, [(0.0, 0.4679565037743735), (0.0, 0.4343232464609822)], 0.033633257313391285 ,3.218650817871094e-05
1, 3, [(0.0, 0.7259733776071147), (0.0, 0.5605964933532666)], 0.1653768842538481 ,3.600120544433594e-05
2, 3, [(0.0, 0.5605964933532666), (0.0, 0.7259733776071147)], 0.1653768842538481 ,3.4809112548828125e-05
3, 3, [(0.0, 0.7259733776071147), (0.0, 0.5605964933532666)], 0.1653768842538481 ,7.033348083496094e-05
1, 3, [(0.0, 0.8046572084315408), (0.0, 0.5372392736605266)], 0.26741793477101417 ,3.409385681152344e-05
2, 3, [(0.0, 0.5372392736605266), (0.0, 0.8046572084315408)], 0.26741793477101417 ,3.719329833984375e-05
3, 3, [(0.0, 0.8046572084315408), (0.0, 0.5372392736605266)], 0.26741793477101417 ,6.580352783203125e-05
1, 3, [(0.0, 0.5660771913333543), (0.0, 0.4269524080760332)], 0.13912478325732114 ,3.5762786865234375e-05
2, 3, [(0.0, 0.4269524080760332), (0.0, 0.5660771913333543)], 0.13912478325732114 ,3.6716461181640625e-05
3, 3, [(0.0, 0.5660771913333543), (0.0, 0.4269524080760332)], 0.13912478325732114 ,3.3855438232421875e-05
